2024-01-09 12:22:03,1,0:04.34
2024-01-09 12:22:06,2,0:02.46
2024-01-09 12:22:08,3,0:02.12
2024-01-09 12:22:30,4,0:22.62
2024-01-09 12:22:34,5,0:03.80
2024-01-09 12:22:54,6,0:19.89
2024-01-09 12:22:57,7,0:02.54
